SegmentName,Lat1,Lat2,Lon1,Lon2,Length,Spr.Rate,Spr.Azimuth,MeanDepth,Stdev.Depth,MinMaxDepth,PolygonWidth,MinDepth,MaxDepth,Boundary,SegmentName,dist2hp,hotspot
BWDL1,-10,-10.182,151.995,154.212,243.5463,28.1,NA,-3059,288,1750,10,-4289,-2538,WLAU,NA,NA,NA
BWDL2,-9.706,-9.874,155.193,154.226,107.595,33.8,NA,-3515,350,1262,10,-4151,-2889,WLAU,NA,NA,NA
BWDL3,-9.577,-9.565,155.199,156.135,102.6381,37.2,NA,-3857,193,884,10,-4205,-3321,WLAU,BWDL3,1865,Caroline
BWDL4,-9.244,-9.23,156.06,156.472,45.2452,39.5,NA,-4105,215,848,10,-4479,-3631,WLAU,NA,NA,NA
CAYM1,18.232,17.764,-81.732,-81.732,51.9947,19.3,NA,-5382,367,1273,10,-5926,-4652,CANA,NA,NA,NA
CAYM2,18.716,18.255,-81.726,-81.695,51.3075,19.2,NA,-5079,483,1874,10,-6449,-4575,CANA,NA,NA,NA
FIJI1,-13.63,-15.59,172.709,173.5,233.98,26.9,NA,-3271,304,1371,10,-3979,-2608,NHBR,NA,NA,NA
FIJI10,-19.344,-19.821,175.817,175.548,60.0814,29.3,NA,-2889,231,872,10,-3155,-2284,CRAU,NA,NA,NA
FIJI11,-19.872,-20.829,175.502,175.917,114.8519,22.7,NA,-3017,207,809,10,-3470,-2660,CRAU,NA,NA,NA
FIJI2,-15.605,-16.769,173.3,173.745,137.9096,35.3,NA,-3279,207,797,10,-3681,-2884,NHBR,FIJI2,1785,Samoa
FIJI3,-16.883,-18.094,173.966,173.546,141.7905,62.6,NA,-2528,250,871,10,-2826,-1955,NHCR,FIJI3,1780,Samoa
FIJI4,-18.326,-19.738,173.538,173.402,157.6456,79.3,NA,-2758,73,333,10,-2998,-2665,NHCR,FIJI4,1848,Samoa
FIJI5,-19.761,-21.265,173.39,173.384,167.2606,96.5,NA,-2910,167,595,10,-3310,-2716,NHCR,FIJI5,1905,Samoa
FIJI6,-20.685,-21.751,174.167,174.16,118.5027,106.9,NA,-2766,151,628,10,-3177,-2549,NHCR,FIJI6,1859,Samoa
FIJI7,-16.637,-17.751,176.178,175.955,126.1266,49.5,NA,-3294,287,932,10,-3741,-2809,CRAU,NA,NA,NA
FIJI8,-17.817,-18.422,176.339,176.178,69.4128,41.7,NA,-3472,468,1345,10,-4238,-2892,CRAU,NA,NA,NA
FIJI9,-18.481,-19.286,176.316,175.886,100.3741,35.1,NA,-3791,453,1694,10,-4349,-2655,CRAU,NA,NA,NA
